1719762656580,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,839,0,1,1,null,0,0,0
1719762656598,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,839,0,2,2,null,0,0,0
1719762656617,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,839,0,2,2,null,0,0,0
1719762656617,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,839,0,2,2,null,0,0,0
1719762656653,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,839,0,3,3,null,0,0,0
1719762656654,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,839,0,3,3,null,0,0,0
1719762656709,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,839,0,4,4,null,0,0,0
1719762656710,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,839,0,4,4,null,0,0,0
1719762656771,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,839,0,5,5,null,0,0,0
1719762656772,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,839,0,5,5,null,0,0,0
1719762656827,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,839,0,6,6,null,0,0,0
1719762656828,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,839,0,6,6,null,0,0,0
1719762656892,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,839,0,7,7,null,0,0,0
1719762656893,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,839,0,7,7,null,0,0,0
1719762656947,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,839,0,8,8,null,0,0,0
1719762656948,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,839,0,8,8,null,0,0,0
1719762657006,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,839,0,9,9,null,0,0,0
1719762657006,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,839,0,9,9,null,0,0,0
1719762657066,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,839,0,10,10,null,0,0,0
1719762657066,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,839,0,10,10,null,0,0,0
1719762657126,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-11,text,false,,839,0,11,11,null,0,0,0
1719762657127,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-11,text,false,,839,0,11,11,null,0,0,0
1719762657184,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-12,text,false,,839,0,12,12,null,0,0,0
1719762657185,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-12,text,false,,839,0,12,12,null,0,0,0
1719762656798,404,vitals,404,Not Found,Thread Group 1-3,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,392,0,367
1719762657129,73,vitals,404,Not Found,Thread Group 1-11,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,61,0,36
1719762657008,194,vitals,404,Not Found,Thread Group 1-9,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,182,0,157
1719762656798,404,vitals,404,Not Found,Thread Group 1-4,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,392,0,368
1719762657187,17,vitals,404,Not Found,Thread Group 1-12,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,17,0,9
1719762657068,134,vitals,404,Not Found,Thread Group 1-10,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,122,0,97
1719762656949,253,vitals,404,Not Found,Thread Group 1-8,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,241,0,216
1719762656798,404,vitals,404,Not Found,Thread Group 1-1,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,392,0,367
1719762656895,307,vitals,404,Not Found,Thread Group 1-7,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,295,0,270
1719762656829,373,vitals,404,Not Found,Thread Group 1-6,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,361,0,336
1719762656798,404,vitals,404,Not Found,Thread Group 1-5,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,392,0,367
1719762656798,404,vitals,404,Not Found,Thread Group 1-2,text,false,,492,196,12,12,http://staging-scweb.arcapps.org/vitals,392,0,367
1719762657207,22,Profile-edit,404,Not Found,Thread Group 1-1,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,22,0,13
1719762657206,23,Profile-edit,404,Not Found,Thread Group 1-10,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,23,0,14
1719762657207,29,Profile-edit,404,Not Found,Thread Group 1-6,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,29,0,13
1719762657206,31,Profile-edit,404,Not Found,Thread Group 1-4,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,31,0,14
1719762657208,29,Profile-edit,404,Not Found,Thread Group 1-2,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,29,0,13
1719762657206,31,Profile-edit,404,Not Found,Thread Group 1-8,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,31,0,15
1719762657206,31,Profile-edit,404,Not Found,Thread Group 1-11,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,31,0,15
1719762657206,32,Profile-edit,404,Not Found,Thread Group 1-3,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,31,0,15
1719762657207,29,Profile-edit,404,Not Found,Thread Group 1-7,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,29,0,14
1719762657208,30,Profile-edit,404,Not Found,Thread Group 1-5,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,30,0,13
1719762657206,30,Profile-edit,404,Not Found,Thread Group 1-12,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,30,0,15
1719762657206,33,Profile-edit,404,Not Found,Thread Group 1-9,text,false,,492,208,12,12,http://staging-scweb.arcapps.org/user-accounts/edit,33,0,14
